assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_006546765	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	<I>Clostridium</I> <I>acetobutylicum</I> McCoy et al. 1926 (Approved Lists 1980)	anaerobe
GCA_013296345	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	<I>Clostridium</I> <I>acetobutylicum</I> McCoy et al. 1926 (Approved Lists 1980)	anaerobe
GCA_013297095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	<I>Clostridium</I> <I>acetobutylicum</I> McCoy et al. 1926 (Approved Lists 1980)	anaerobe
GCA_000218855	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	<I>Clostridium</I> <I>acetobutylicum</I> McCoy et al. 1926 (Approved Lists 1980)	anaerobe
GCA_002006425	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	<I>Clostridium</I> <I>acetobutylicum</I> McCoy et al. 1926 (Approved Lists 1980)	anaerobe
GCA_000833105	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_001685175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002003345	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006125	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006135	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006205	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006285	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006295	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006325	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_002006405	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	<I>Clostridium</I> <I>beijerinckii</I> Donker 1926 (Approved Lists 1980)	anaerobe
GCA_000768655	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	<I>Clostridium</I> <I>botulinum</I> (van Ermengem 1896) Bergey et al. 1923 (Approved Lists 1980)	anaerobe
GCA_000409755	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_000765285	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_000785185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_000878275	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001411625	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001456065	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001458815	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001465175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001646605	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_001746555	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	<I>Clostridium</I> <I>butyricum</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_003149765	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	<I>Clostridium</I> <I>cadaveris</I> (Klein 1899) McClung and McCoy 1957 (Approved Lists 1980)	anaerobe
GCA_012844035	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	<I>Clostridium</I> <I>cadaveris</I> (Klein 1899) McClung and McCoy 1957 (Approved Lists 1980)	anaerobe
GCA_900113105	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	<I>Clostridium</I> <I>cadaveris</I> (Klein 1899) McClung and McCoy 1957 (Approved Lists 1980)	anaerobe
GCA_900217165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	<I>Clostridium</I> <I>cadaveris</I> (Klein 1899) McClung and McCoy 1957 (Approved Lists 1980)	anaerobe
GCA_902386485	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	<I>Clostridium</I> <I>cadaveris</I> (Klein 1899) McClung and McCoy 1957 (Approved Lists 1980)	anaerobe
GCA_002029255	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens	<I>Clostridium</I> <I>chromiireducens</I> Inglett et al. 2011	anaerobe
GCA_003575225	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens	<I>Clostridium</I> <I>chromiireducens</I> Inglett et al. 2011	anaerobe
GCA_009767885	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens	<I>Clostridium</I> <I>chromiireducens</I> Inglett et al. 2011	anaerobe
GCA_900446985	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cochlearium	<I>Clostridium</I> <I>cochlearium</I> (Douglas et al. 1919) Bergey et al. 1923 (Approved Lists 1980)	anaerobe
GCA_002749945	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium combesii	<I>Clostridium</I> <I>combesii</I> (Prévot and Laplanche 1947) Bernard et al. 2018	anaerobe
GCA_000499525	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium dakarense	<I>Clostridium</I> <I>dakarense</I> Lo et al. 2013	anaerobe
GCA_902375215	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium dakarense	<I>Clostridium</I> <I>dakarense</I> Lo et al. 2013	anaerobe
GCA_008933175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium estertheticum subsp. laramiense	<I>Clostridium</I> <I>estertheticum</I> subsp. <I>laramiense</I> (Kalchayanand et al. 1993) Spring et al. 2003	anaerobe
GCA_900111985	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium frigidicarnis	<I>Clostridium</I> <I>frigidicarnis</I> Broda et al. 1999	anaerobe
GCA_902377545	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ihumii	<I>Clostridium</I> <I>ihumii</I> Merhej et al. 2015	anaerobe
GCA_000526995	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora indolis	<I>Lacrimispora</I> <I>indolis</I> (McClung and McCoy 1957) Haas and Blanchard 2020	anaerobe
GCA_900618075	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora indolis	<I>Lacrimispora</I> <I>indolis</I> (McClung and McCoy 1957) Haas and Blanchard 2020	anaerobe
GCA_000763955	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_001406695	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_002221705	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_002814255	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_003149285	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_003433985	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_003459885	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_009696405	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_009874055	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_009874095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium innocuum	<I>Clostridium</I> <I>innocuum</I> Smith and King 1962 (Approved Lists 1980)	anaerobe
GCA_900130055	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium intestinale	<I>Clostridium</I> <I>intestinale</I> corrig. Lee et al. 1989	anaerobe
GCA_000577335	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahense	<I>Clostridium</I> <I>jeddahense</I> Lagier et al. 2016	anaerobe
GCA_012923585	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahense	<I>Clostridium</I> <I>jeddahense</I> Lagier et al. 2016	anaerobe
GCA_902375255	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahense	<I>Clostridium</I> <I>jeddahense</I> Lagier et al. 2016	anaerobe
GCA_002995785	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium liquoris	<I>Clostridium</I> <I>liquoris</I> Yin et al. 2016	obligate anaerobe
GCA_002995845	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium luticellarii	<I>Clostridium</I> <I>luticellarii</I> Wang et al. 2015	anaerobe
GCA_900176615									
GCA_000724245	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi	<I>Clostridium</I> <I>novyi</I> (Migula 1900) Bergey et al. 1923 (Approved Lists 1980)	anaerobe
GCA_002029235	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium oryzae	<I>Clostridium</I> <I>oryzae</I> Horino et al. 2015	anaerobe
GCA_000013285	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001052445	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001304735	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001406415	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001546355	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001579765	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001579785	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001854085	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001913905	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_001949205	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_900475545	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_901523095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_000171215	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_902459515	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_900447135	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	<I>Clostridium</I> <I>perfringens</I> (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980)	anaerobe
GCA_000820705	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium polynesiense	<I>Clostridium</I> <I>polynesiense</I> Sankar et al. 2015	anaerobe
GCA_902375345	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium polynesiense	<I>Clostridium</I> <I>polynesiense</I> Sankar et al. 2015	anaerobe
GCA_900461105	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium putrefaciens	<I>Clostridium</I> <I>putrefaciens</I> (McBryde 1911) Sturges and Drake 1927 (Approved Lists 1980)	anaerobe
GCA_003434415	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003435475	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003457805	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003457945	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003459445	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003459645	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003462905	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003467635	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_003470175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_008679765	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ramosum	<I>Clostridium</I> <I>ramosum</I> (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980)	anaerobe
GCA_000473995	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_001657435	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002003285	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002003325	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002003365	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002003385	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002006165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_002006255	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_013296985	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_013297315	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	<I>Clostridium</I> <I>saccharobutylicum</I> Keis et al. 2001	anaerobe
GCA_004794105	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sartagoforme	<I>Clostridium</I> <I>sartagoforme</I> corrig. Partansky and Henry 1935 (Approved Lists 1980)	anaerobe
GCA_000577815	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saudiense	<I>Clostridium</I> <I>saudiense</I> corrig. Angelakis et al. 2016	anaerobe
GCA_001573875	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp.	<I>Clostridium</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
GCA_900116755	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp.	<I>Clostridium</I> Prazmowski 1880 (Approved Lists 1980)	anaerobe
